	id_directeur	liste_films	directeur
512	nm0094521	[559967]	Margaux Bonhomme
513	nm0094599	[358206]	Nicolas Bonilauri
514	nm0094625	[71792]	Jesús Bonilla
515	nm0094726	[10287, 633187, 47499, 64838, 130055]	Pascal Bonitzer
516	nm0094744	[362229]	Ron Bonk
517	nm0094789	[129431]	Sandrine Bonnaire
518	nm0095321	[193726]	Robert Boocheck
519	nm0096332	[697799]	Mauro Borrelli
520	nm0097079	[36561]	Ole Bornedal
521	nm0097517	[625568]	Derrick Borte
522	nm0097529	[16455, 24432]	Dave Borthwick
523	nm0097785	[41411, 263281]	Rose Bosch
524	nm0097893	[449777]	Rahul Bose
525	nm0098639	[42973]	Caroline Bottaro
526	nm0098953	[2016, 962541, 383064, 39358, 47904, 254772, 78123]	Rachid Bouchareb
527	nm0099084	[13708]	Patrick Bouchitey
528	nm0099276	[392311]	Férid Boughedir
529	nm0099324	[42802, 64208, 86331]	Laurent Bouhnik
530	nm0099378	[398366, 24278, 51870]	Michel Boujenah
531	nm0099379	[534426]	Paul Boujenah
532	nm0099398	[15827, 21776, 617986, 426825, 358881, 43479]	Nicolas Boukhrief
533	nm0099456	[854363]	Antoinette Boulat
534	nm0099521	[15126, 788933, 377853, 78563]	Bouli Lanners
535	nm0099797	[671047, 426830, 35025, 252607]	Pascal Bourdiaux
536	nm0099828	[18298, 19565, 43617]	Didier Bourdon
537	nm0099841	[1782, 421452, 134673]	Gilles Bourdos
538	nm0100365	[17227]	Laurent Boutonnat
539	nm0100509	[79019]	Haim Bouzaglo
540	nm0100525	[387969]	Nouri Bouzid
541	nm0101047	[16577]	David Bowers
542	nm0101385	[6278, 9947]	Rob Bowman
543	nm0101750	[48767]	Don Boyd
544	nm0102434	[17186]	Steve Boyum
545	nm0102516	[75981]	Serge Bozon
546	nm0103187	[60747]	Dan Bradley
547	nm0103974	[358765]	Salem Brahimi
548	nm0104068	[46575]	Robert Brousseau
549	nm0104146	[146353]	Jacques Bral
550	nm0104851	[141267]	Charlotte Brändström
551	nm0104973	[73499]	Michael Brandt
552	nm0105317	[79245]	Patrick Braoudé
553	nm0106230	[11358, 13950, 15012]	Kevin Bray
554	nm0106924	[570, 2002, 39770, 41499, 53244, 179100]	Catherine Breillat
555	nm0107389	[439517]	Robin Brennan
556	nm0107780	[568123]	Gordon Bressack
557	nm0108069	[6163]	Paul Breuls
558	nm0108094	[88751]	Eric Brevig
559	nm0108333	[25844]	Nicolau Breyner
560	nm0108447	[75040]	Manon Briand
561	nm0108497	[947569]	Luc Bricault
562	nm0109359	[10762, 389053]	Steven Brill
563	nm0109578	[256731]	Chris Brinker
564	nm0109885	[19976, 35712, 64124, 101227]	Jean-Claude Brisseau
565	nm0110292	[15681]	Fausto Brizzi
566	nm0110300	[537, 664506, 485162, 408543, 34013, 121702, 329712]	Stéphane Brizé
567	nm0111369	[375741]	Jacek Bromski
568	nm0111379	[54884, 102752]	Jean-Stéphane Bron
569	nm0111845	[8390]	Adam Brooks
570	nm0112374	[14111]	Nick Broomfield
571	nm0112456	[123366]	Peter Brosens
572	nm0112492	[381645]	Sean Brosnan
573	nm0115500	[39313]	James Bruce
574	nm0115568	[428252]	Rob Bruce
575	nm0115825	[586943]	Matthias Bruhn
576	nm0116254	[6360, 848958, 511404, 197089]	Valeria Bruni Tedeschi
577	nm0117556	[964426, 505746, 417503, 284279]	Hallvard Bræin
578	nm0117806	[588890]	Jan Bubenicek
579	nm0117929	[250796]	Franziska Buch
580	nm0118345	[427032]	Detlev Buck
581	nm0118348	[83727]	Douglas Buck
582	nm0120987	[18002]	Ray Burdis
583	nm0121653	[10064]	David J. Burke
584	nm0121789	[13437]	Martyn Burke
585	nm0121845	[71212]	Robert Burke
586	nm0122184	[49681]	Daniel Burman
587	nm0122195	[1074034]	Mark Burman
588	nm0122216	[19658, 83382, 165404, 277229]	Abbas Alibhai Burmawalla
589	nm0122217	[19658, 83382, 165404, 277229]	Mastan Alibhai Burmawalla
590	nm0122615	[16137]	Charles Burns
591	nm0122653	[26225]	Edward Burns
592	nm0123666	[263109]	Mark Burton
593	nm0124089	[91155]	Andrew Bush
594	nm0125367	[252596]	Jörg Buttgereit
595	nm0125728	[61966]	Anton Sivers
596	nm0125803	[12610]	Bobby Farrelly
597	nm0126598	[60949]	Jirí Barta
598	nm0126756	[31172]	Gilles Béhat
599	nm0126878	[60106]	Laurent Bénégui
600	nm0127373	[10615]	Louis C.K.
601	nm0127628	[428492]	Gianfranco Cabiddu
602	nm0127804	[1096491, 425665, 57945, 66549, 78806]	Dominique Cabrera
603	nm0127882	[34005]	Sergio Cabrera
604	nm0128382	[125948]	Israel Adrián Caetano
605	nm0128464	[417544, 165545]	Eliane Caffé
606	nm0129898	[45821]	Blake Calhoun
607	nm0130691	[46535]	Mimmo Calopresti
608	nm0130714	[852592, 651589, 351809, 141015]	Daniel Calparsoro
609	nm0131064	[175240]	Art Camacho
610	nm0131162	[87012]	Cheick Fantamady Camara
611	nm0132064	[18298, 757999]	Bernard Campan
612	nm0132120	[560192, 346808]	Stephen S. Campanelli
613	nm0132485	[1011679]	Glenn Campbell
614	nm0132709	[1656, 11678, 818397, 645788, 379149, 36557, 44912]	Martin Campbell
615	nm0132981	[16044, 16045]	Giacomo Campeotto
616	nm0133028	[451945, 65513, 214210]	Robin Campillo
617	nm0133326	[429191, 179533]	Sebastián Lelio
618	nm0133899	[10795, 542830, 382589, 31354, 48034, 190955]	Guillaume Canet
619	nm0133981	[418974, 217309]	João Canijo
620	nm0134559	[1540, 8841, 660334, 444397, 35651, 94904, 101998, 284290]	Laurent Cantet
621	nm0134618	[281591]	Marilyne Canto
622	nm0134811	[15049]	Erik Canuel
623	nm0134889	[768449]	Kirk Caouette
624	nm0135952	[56474]	Nae Caranfil
625	nm0136001	[455588]	Éric Caravaca
626	nm0136021	[8938, 424277, 103328]	Leos Carax
627	nm0136128	[71359]	Julien Carbon
628	nm0136255	[75182]	Carlos Carcas
629	nm0136673	[218245]	Margarida Cardoso
630	nm0137228	[11661, 893372, 750253, 451646, 351192, 33302, 33996]	Christian Carion
631	nm0138620	[7516, 738652, 513310, 34544, 75174, 227300]	Joe Carnahan
632	nm0138927	[337401]	Niki Caro
633	nm0139867	[14560]	Steve Carr
634	nm0140337	[30688]	Albertina Carri
635	nm0140638	[59346, 343412]	Christine Carrière
636	nm0141127	[16998, 601188]	Emmanuel Carrère
637	nm0141222	[23520]	David Carson
638	nm0142286	[13027, 46529, 47971]	D.J. Caruso
639	nm0144023	[13337]	Zoe R. Cassavetes
640	nm0145540	[539042]	Flávia Castro
641	nm0146637	[326874, 80326]	Brice Cauvin
642	nm0146760	[78162]	Alain Cavalier
643	nm0146991	[14556, 670243, 487476, 382511, 61404, 248611]	Fred Cavayé
644	nm0147544	[161074]	Idit Cebula
645	nm0147985	[32005]	Jeff Celentano
646	nm0148482	[1048300]	Massimiliano Cerchi
647	nm0149196	[8905, 18421, 418472, 265169]	Nuri Bilge Ceylan
648	nm0149260	[2899, 21778, 451500, 102207]	Alain Chabat
649	nm0149446	[2266]	Gurinder Chadha
650	nm0149631	[1926, 36108]	Youssef Chahine
651	nm0150802	[11636, 19528, 19611, 513692, 413198, 25676, 32164, 45482, 55292, 233112]	Benny Chan
652	nm0150894	[82190]	Frankie Chan
653	nm0150897	[81593]	Fruit Chan
654	nm0150906	[10610, 17808, 455043, 32249, 44571, 79434, 120143, 251749, 299738]	Gordon Chan
655	nm0150929	[120143]	Janet Chun
656	nm0151066	[14392, 70057]	Peter Ho-Sun Chan
657	nm0151121	[42380]	Clement Sze-Kit Cheng
658	nm0151125	[11847, 611395, 30596, 290864]	Teddy Chan
659	nm0151135	[605375]	Tony Chan
660	nm0151305	[331298]	Ajay Chandhok
661	nm0151533	[280142]	Ravi K. Chandran
662	nm0151540	[6519]	Jay Chandrasekhar
663	nm0151630	[574894, 503917, 449927, 45396]	Aman Chang
664	nm0151733	[23609, 55765, 267573]	Jin Jang
665	nm0151871	[19793]	Yun-hyeon Jang
666	nm0152082	[746600, 687779, 30113, 79026]	Damian Chapa
667	nm0152312	[62177]	Brenda Chapman
668	nm0152831	[24553, 50957, 110992]	Mehdi Charef
669	nm0153263	[8267]	César Charlone
670	nm0153265	[49510]	Alexandre Charlot
671	nm0153456	[187667]	Françoise Charpiat
672	nm0153999	[93265]	Philippe Chatel
673	nm0154055	[2029]	Étienne Chatiliez
674	nm0154312	[402907, 41211, 133698]	Pascal Chaumeil
675	nm0154385	[714869, 505436, 430365, 382518, 262391]	Philippe de Chauveron
676	nm0155280	[2008, 928123, 345235, 36108, 55741]	Kaige Chen
677	nm0155295	[57100]	Kuo-Fu Chen
678	nm0155536	[9727, 16392]	Andy Cheng
679	nm0155598	[10265, 19464, 420644, 32909, 41392, 45391, 45438, 51751]	Jingle Ma
680	nm0155637	[413475]	Wai-Man Cheng
681	nm0155642	[10855, 14539, 75697, 75948]	Siu-Tung Ching
682	nm0155683	[443119]	Chad Chenouga
683	nm0156152	[59002]	Jean-Julien Chervier
684	nm0156432	[58368]	Tung Cho 'Joe' Cheung
685	nm0156448	[14808]	Chi Leung 'Jacob' Cheung
686	nm0156533	[521288]	Nick Cheung
687	nm0156566	[411815, 32150, 52947]	Siu-Hung Chung
688	nm0156828	[328739]	Timothy A. Chey
689	nm0156906	[26582, 58838, 74095, 78194]	Marco Mak
690	nm0157145	[415356, 158343]	Malik Chibane
691	nm0157185	[960275, 432627, 33753, 59112]	Bruno Chiche
692	nm0157266	[505860]	Philip Chidel
693	nm0157337	[57626]	Guido Chiesa
694	nm0157345	[255319]	Benoît Chieux
695	nm0157363	[579564, 579562, 372757]	Kôichi Chigira
696	nm0157714	[17808]	Andy Wing-Keung Chin
697	nm0157759	[531380]	Kar Lok Chin
698	nm0157799	[282156]	Wellson Chin
699	nm0158305	[53317]	Dan Chisu
700	nm0158638	[38026, 265727]	Min-ho Cho
701	nm0158857	[12130, 24166, 36108, 36253, 53520, 209840]	Tsai Ming-liang
702	nm0158903	[511793]	Dominique Choisy
703	nm0158923	[29630]	Neten Chokling
704	nm0158979	[528915]	Fabien Chombart
705	nm0158984	[2266, 9662, 41201, 186729]	Sylvain Chomet
706	nm0159039	[531384, 41980, 62977, 74639, 262137]	Felix Chong
707	nm0159109	[15999]	Yoshiaki Kawajiri
708	nm0159402	[392127, 25014, 49219]	Élie Chouraqui
709	nm0159507	[9470, 11770, 170657]	Stephen Chow
710	nm0160157	[274826]	Christian E. Christiansen
711	nm0160840	[72559, 291805]	Jon M. Chu
712	nm0160900	[17108]	Yen-Ping Chu
713	nm0161152	[3173, 13184, 481563, 32654, 244339]	Oxide Chun Pang
714	nm0161229	[21708, 49202]	Heung-sun Jeong
715	nm0161247	[79434]	Kai-Cheung Chung
716	nm0161621	[185855]	Jaime Chávarri
717	nm0161717	[11845, 32687, 78208]	Patrice Chéreau
718	nm0163011	[40004]	Eric Civanyan
719	nm0163022	[490862, 83052, 101904, 134204, 290316]	Jean-Paul Civeyrac
720	nm0164187	[9517]	Larry Clark
721	nm0164929	[44877]	Noel Clarke
722	nm0165995	[234004]	Jericca Cleland
723	nm0166394	[508892]	Dimitri de Clercq
724	nm0166438	[500860]	Laure de Clermont-Tonnerre
725	nm0167384	[11516, 352342, 36970]	Jacques Cluzaud
726	nm0167396	[38048]	Craig Clyde
727	nm0169135	[57019]	Miguel Cohan
728	nm0169245	[38200, 72371, 193086]	Benoît Cohen
729	nm0169300	[14791, 85872]	Daniel Cohen
730	nm0169621	[59582]	Michaël Cohen
731	nm0169806	[616037, 284053]	Taika Waititi
732	nm0170030	[769636]	Jorge Coira
733	nm0170043	[2266, 320004]	Isabel Coixet
734	nm0170113	[2318]	Harley Cokeliss
735	nm0170402	[16225]	Michael Coldewey
736	nm0170463	[30446]	Brandon David Cole
737	nm0170719	[2360]	Nigel Cole
738	nm0171253	[444246]	Warren Coleman
739	nm0172018	[603158]	Marc Collin
740	nm0172614	[893297]	RJ Collins
741	nm0172718	[466928]	Tom Collins
742	nm0172989	[12112]	Laetitia Colombani
743	nm0173541	[893894, 436334]	Etienne Comar
744	nm0174659	[17486]	Stijn Coninx
745	nm0174983	[435848]	Gaelan Connell
746	nm0175775	[5137]	Kerry Conran
747	nm0176929	[13802]	Brian W. Cook
748	nm0177328	[31967]	Victor Cook
749	nm0178910	[27834]	Roman Coppola
750	nm0178997	[10204, 87826]	Frank Coraci
751	nm0179216	[44947]	Gérard Corbiau
752	nm0179576	[424344, 27095, 59507]	Antony Cordier
753	nm0179697	[257088]	Ericson Core
754	nm0179856	[173779]	Yann Coridian
755	nm0180404	[785980, 783570, 434358, 334878]	Clovis Cornillac
756	nm0180428	[454294, 59678]	Joe Cornish
757	nm0180444	[392140]	Alan Corno
758	nm0180462	[16276, 139743]	Jérôme Cornuau
759	nm0180912	[13072]	Michael Corrente
760	nm0181117	[764686, 534426, 451713, 43619, 72345, 126321, 273153]	Catherine Corsini
761	nm0181579	[26388]	Rodrigo Cortés
762	nm0181903	[460885]	Panos Cosmatos
763	nm0182276	[82404, 128305]	Pedro Costa
764	nm0182450	[453274, 284051]	Leonardo Di Costanzo
765	nm0182459	[58099]	Saverio Costanzo
766	nm0183415	[451087]	Pierre Coulibeuf
767	nm0183419	[392788, 87368]	Delphine Coulin
768	nm0183421	[392788, 87368]	Muriel Coulin
769	nm0183686	[712152, 407201]	Emmanuel Courcol
770	nm0183837	[71359]	Laurent Courtiaud
771	nm0183984	[144568]	Miguel Courtois
772	nm0184016	[23423]	Kristen Coury
773	nm0184137	[118778]	Olivier Coussemacq
774	nm0184151	[476070]	Jean-Michel Cousteau
775	nm0184362	[35837]	Gustavo Cova
776	nm0185063	[18808]	James Cox
777	nm0185252	[641370]	Simon Cox
778	nm0186566	[654862]	Véro Cratzborn
779	nm0187740	[1993, 12544, 770724, 73872]	Emanuele Crialese
780	nm0188165	[2057]	Michael Cristofer
781	nm0188173	[348260]	Domiziano Cristopharo
782	nm0188722	[667216]	Brandon Cronenberg
783	nm0189929	[298353]	Pol Cruchten
784	nm0190780	[18032]	Gabor Csupo
785	nm0190840	[36004]	Antonio Cuadri
786	nm0190859	[2266, 9693]	Alfonso Cuarón
787	nm0190861	[258363]	Jonás Cuarón
788	nm0190866	[428753, 76272]	Emmanuelle Cuau
789	nm0190890	[71046]	Jean Cubaud
790	nm0190988	[671043, 53010, 204765, 156608]	Nicolas Cuche
791	nm0191109	[65795]	José Luis Cuerda
792	nm0191147	[415842]	Michael Cuesta
793	nm0191163	[461777]	Federico Cueva
794	nm0191502	[345915]	Mark Cullen
795	nm0192289	[1783]	David L. Cunningham
796	nm0192463	[45302, 225468]	Terry Cunningham
797	nm0193485	[508]	Richard Curtis
798	nm0193554	[9917]	Vondie Curtis-Hall
799	nm0195039	[136619]	Enzo D'Alò
800	nm0195934	[435199]	Lawrence D'Souza
801	nm0196134	[128120]	João Rui Guerra da Mata
802	nm0196860	[1407, 740937, 43609, 47437, 60672, 64334, 215211]	Olivier Dahan
803	nm0197246	[1899, 2111]	Sijie Dai
804	nm0197463	[191612]	Philippe Dajoux
805	nm0197636	[71]	Stephen Daldry
806	nm0198746	[581989, 568381]	Anca Damian
807	nm0198755	[10026]	Michael Damian
808	nm0198912	[633604]	Lars Damoiseaux
809	nm0199047	[783556, 430528, 273169]	Audrey Dana
810	nm0199609	[24978]	David Daniel
811	nm0200005	[9921]	Lee Daniels
812	nm0200436	[61933]	Cosima Dannoritzer
813	nm0200500	[72806, 239103]	Pepe Danquart
814	nm0200702	[8265, 967370, 785516, 456165, 382597, 36727, 52077, 248507]	Dany Boon
815	nm0201094	[8899, 11490, 914203, 522373, 35172, 36108, 63831, 221902, 340481]	Jean-Pierre Dardenne
816	nm0201095	[8899, 11490, 914203, 522373, 35172, 36108, 63831, 221902, 340481]	Luc Dardenne
817	nm0201669	[31339]	Jean-Pierre Darroussin
818	nm0201713	[270823]	Suneel Darshan
819	nm0201903	[517975]	Nandita Das
820	nm0201949	[125727]	Buddhadev Dasgupta
821	nm0201965	[13409, 24978]	Damon Dash
822	nm0202982	[42192]	Lorena David
823	nm0203993	[25520]	Terence Davies
824	nm0204884	[12589]	John A. Davis
825	nm0205157	[4141]	Michael Davis
826	nm0205169	[34308]	Mick Davis
827	nm0205199	[16651]	Mitch Davis
828	nm0205844	[49729, 60680]	Jean-François Davy
829	nm0207640	[49838]	Vincent De Brus
830	nm0208022	[528668]	Xavier de Choudens
831	nm0208854	[24172, 68052]	Rolf de Heer
832	nm0208878	[13529]	Guy-Manuel De Homem-Christo
833	nm0209629	[136420]	Louis-Do de Lencquesaing
834	nm0210101	[873125, 571495]	Renato De Maria
835	nm0210206	[719747]	Antoine de Maximy
836	nm0210218	[54380]	Maria de Medeiros
837	nm0210320	[49519]	Kirk DeMicco
838	nm0210701	[17367, 36108, 44411, 49685, 53413, 57673, 95536, 110401, 117406]	Manoel de Oliveira
839	nm0210948	[453352]	Thierry de Peretti
840	nm0211072	[32678]	Alex De Rakoff
841	nm0211168	[173249]	Dominique de Rivaz
842	nm0211934	[81226]	Thomas De Thier
843	nm0212201	[292795]	Christian De Vita
844	nm0213306	[281308]	Melissa Monet
845	nm0213340	[11516]	Michel Debats
846	nm0213354	[280391]	Jamel Debbouze
847	nm0213450	[82702]	Dean DeBlois
848	nm0213476	[843733, 141687]	Ève Deboise
849	nm0213572	[600946]	Jacques Debs
850	nm0213798	[23200]	James D. Deck
851	nm0213983	[417656]	David DeCoteau
852	nm0214618	[408258]	Bavo Defurne
853	nm0214621	[49387]	Bruno Dega
854	nm0214857	[702525]	Jérémie Degruson
855	nm0215299	[268896]	Steven S. DeKnight
856	nm0216214	[876969, 254473, 287948]	Camille Delamarre
857	nm0216484	[195655]	Mark Delaroy
858	nm0216816	[534426, 384726]	Emilie Deleuze
859	nm0217033	[15465]	Michel Delgado
860	nm0217803	[45939]	Lionel Delplanque
861	nm0218022	[12249, 21145, 920640, 495671, 358725, 37832, 61077, 70793, 290158]	Benoît Delépine
862	nm0218252	[76370]	Richard Dembo
863	nm0218621	[25927, 158015, 238636, 316727]	James DeMonaco
864	nm0218843	[103597]	Mathieu Demy
865	nm0219136	[768757, 603204, 431017, 376865, 26191, 40723, 45044, 46207, 47143, 79591, 179109]	Claire Denis
866	nm0219156	[62124]	Jean-Pierre Denis
867	nm0219971	[381298]	Sunny Deol
868	nm0220019	[8930, 36108]	Raymond Depardon
869	nm0220274	[8436, 680071, 33913, 72366, 218691, 329724]	Denis Dercourt
870	nm0220600	[284052]	Scott Derrickson
871	nm0220652	[11567]	Dominique Deruddere
872	nm0220774	[408509, 186971, 190390]	Arnaud des Pallières
873	nm0220812	[606599]	Devang Desai
874	nm0220895	[92597]	Juan Carlos Desanzo
875	nm0221177	[645127]	Channa Deshapriya
876	nm0221591	[134781]	Virginie Despentes
877	nm0221611	[8892, 774343, 574097, 429070, 44524, 61578, 126108, 160768, 315575]	Arnaud Desplechin
878	nm0221662	[16143, 460846, 417489, 412361]	Alain Desrochers
879	nm0222150	[22717, 496339, 59872, 63810, 76897, 102632, 208036, 226200, 240614, 283827]	Prabhu Deva
880	nm0222330	[44397]	Kay Delventhal
881	nm0222409	[560095]	Claire Devers
882	nm0222426	[965606, 370992]	Ajay Devgn
883	nm0222427	[383281]	Anil Devgan
884	nm0222545	[61665, 77154]	Michel Deville
885	nm0222566	[20789]	Rocco DeVilliers
886	nm0222664	[229979]	Scott Devine
887	nm0223359	[5851, 8584]	Tom Dey
888	nm0223403	[69996]	Bernard Deyriès
889	nm0223485	[115153, 232496]	Guddu Dhanoa
890	nm0223522	[456565, 97437, 212502]	David Dhawan
891	nm0223606	[720796, 534686, 468255, 64881, 75744, 172817, 220495]	Tigmanshu Dhulia
892	nm0223924	[613614]	Gianni Di Gregorio
893	nm0224331	[255343]	Andrea Di Stefano
894	nm0224801	[17342, 575428]	Yi'nan Diao
895	nm0225010	[643736, 149103]	Lav Diaz
896	nm0225416	[20304]	Ernest R. Dickerson
897	nm0226303	[17323]	Vincent Dietschy
898	nm0226398	[133485]	Vincent Dieutre
899	nm0227570	[200823]	Isabelle Doval
900	nm0227625	[559937, 497768, 377447, 362154, 33338, 35138, 73897, 219572]	Sheng Ding
901	nm0227781	[19150]	Michael Dinner
902	nm0228542	[10123, 80109]	Christian Ditter
903	nm0229073	[394262, 134722]	Rachid Djaidani
904	nm0229694	[5375, 6038]	David Dobkin
905	nm0230352	[97152]	Walter Doehner
906	nm0230695	[860352, 47297, 137166, 167668]	Jacques Doillon
907	nm0230696	[384581, 57387]	Lola Doillon
908	nm0230859	[519141, 110160, 184352, 338189]	Xavier Dolan
909	nm0231596	[4512]	Andrew Dominik
910	nm0232180	[426351]	Thierry Donard
911	nm0232504	[20083, 367206, 44245]	Derek Tung-Sing Yee
912	nm0233036	[12609]	Michael Donovan
913	nm0233078	[479040]	Brett Donowho
914	nm0233123	[53988, 73562, 110397, 330294]	Valérie Donzelli
915	nm0233393	[56704]	Olivier Doran
916	nm0233757	[31011, 330764]	Jaco Van Dormael
917	nm0234780	[468284, 46825, 121791]	Ziad Doueiri
918	nm0235719	[256274]	John Erick Dowdle
919	nm0235948	[43210]	Kevin Downes
920	nm0236226	[615177, 513045]	Michael Dowse
921	nm0236313	[2266]	Christopher Doyle
922	nm0236729	[81534]	Srdjan Dragojevic
923	nm0237527	[8906, 915960, 78313, 311301]	Andreas Dresen
924	nm0237876	[17582, 394259, 37779]	Karim Dridi
925	nm0238506	[958195]	Dinara Drukarova
926	nm0238865	[6589]	Frederik Du Chau
927	nm0239001	[12517, 16350, 781099, 487631, 269776, 285387]	Fabrice du Welz
928	nm0239228	[951470]	Mandla Dube
929	nm0239498	[665388, 458534]	Franck Dubosc
930	nm0239725	[349, 15339, 21488, 382892, 27143, 111481]	Olivier Ducastel
931	nm0240196	[337703]	Michael Dudok de Wit
932	nm0240627	[22821]	Troy Duffy
933	nm0240797	[10661, 11078]	Dennis Dugan
934	nm0240987	[573047]	Martine Dugowson
935	nm0240995	[11398, 894246, 398924, 172106, 334304]	Christian Duguay
936	nm0241622	[602334, 540111, 399049, 371865, 36143, 72852, 89456, 110428]	Bruno Dumont
937	nm0242882	[714995]	Max Martini
938	nm0243191	[337, 12174, 534426, 64481, 204853]	François Dupeyron
939	nm0243355	[13728, 651881, 430424, 35436, 200713]	Albert Dupontel
940	nm0243666	[41877]	Ilan Duran Cohen
941	nm0244033	[154219]	Glenn Durfort
942	nm0244378	[571650, 534426, 65233]	Xavier Durringer
943	nm0244691	[328801]	Laurent Dussaux
944	nm0244756	[24043]	Richard Dutcher
945	nm0244784	[884453, 514239]	Christophe Duthuron
946	nm0244792	[179263]	Jean-Pierre Dutilleux
947	nm0244864	[400267]	Anjan Dutt
948	nm0244892	[540612, 71920]	J.P. Dutta
949	nm0244967	[62341]	Claude Duty
950	nm0246159	[63607]	Nana Dzhordzhadze
951	nm0246503	[13495, 436830, 38874]	Agustín Díaz Yanes
952	nm0246762	[208566]	Marilou Diaz-Abaya
953	nm0247246	[215814]	Johan Earl
954	nm0248535	[449612]	Stephen Eckelberry
955	nm0248942	[6968]	Uli Edel
956	nm0251277	[425927]	Ed Ehrenberg
957	nm0252135	[7364, 29427, 274854]	Breck Eisner
958	nm0252661	[1001830]	Driss El Haddaoui
959	nm0253018	[809733, 369772, 37655]	Pascal Elbé
960	nm0253727	[39405]	Serge Elissalde
961	nm0253813	[6690, 12581, 270403]	Ronit Elkabetz
962	nm0253819	[8869, 24935, 24939]	Ellory Elkayem
963	nm0254786	[326, 9759]	David R. Ellis
964	nm0255362	[998783]	Gad Elmaleh
965	nm0256542	[693113]	Randall Emmett
966	nm0257646	[38543]	Jonathan English
967	nm0257775	[61125, 102234]	Anders Engström
968	nm0257991	[159121, 328587]	Jérôme Enrico
969	nm0258221	[574078]	Ildikó Enyedi
970	nm0258784	[577990]	Yilmaz Erdogan
971	nm0259052	[621914]	Eric Paul Erickson
972	nm0259574	[348657]	Benedikt Erlingsson
973	nm0259821	[353267]	George Erschbamer
974	nm0260170	[348011]	Benjamín Escamilla Espinosa
975	nm0261181	[13734, 19099, 43622, 51473]	Marc Esposito
976	nm0262098	[178513]	Anne-Marie Etienne
977	nm0262733	[281014]	Marcy Ronen
978	nm0263009	[16077]	Marc Evans
979	nm0264967	[47505]	Roberto Faenza
980	nm0265747	[415381, 53129, 96231]	Dzhanik Fayziev
981	nm0265852	[61783]	Philippe Falardeau
982	nm0266203	[147655]	Tobias Falk
983	nm0266777	[2486]	Stefen Fangmeier
984	nm0267244	[9256]	Josef Fares
985	nm0267287	[467938]	Coralie Fargeat
986	nm0267399	[46648]	Maurício Farias
987	nm0267943	[128305]	Harun Farocki
988	nm0268380	[12610]	Peter Farrelly
