director	nombre	primaryName
nm2153080	3	Igor Zaytsev
nm2839098	2	Fabien Gorgeart
nm2351642	1	Fansu Njie
nm2681729	2	Julien Guetta
nm0230695	4	Jacques Doillon
nm8267846	1	Makbul Mubarak
nm1887247	1	Ali Zamani
nm6212484	1	Matías Rojas Valencia
nm2956085	1	Mateusz Rakowicz
nm8276579	1	Qing Guo
nm8789614	1	Donghao Li
nm15282023	1	Xue Shao
nm10703358	1	Guohan Hu
nm12830251	1	Siyao Zhou
nm6142895	1	Rishab Shetty
nm0711745	7	Mani Ratnam
nm7676450	2	Sruti Harihara Subramanian
nm9158938	3	P.S. Mithran
nm1899656	7	Patryk Vega
nm0319781	1	Juanjo Giménez Peña
nm0673563	1	Manny Perez
nm2965065	1	Er Cheng
nm1905559	1	Alberto Palma
nm4242010	4	Pandiraj
nm4925040	1	Maksim Brius
nm0890790	1	Mikhail Vasserbaum
nm6840460	1	Charlie Steeds
nm2339680	1	Nick Nevern
nm4576903	1	Kiro Russo
nm3203018	1	Ellie Foumbi
nm3737296	1	Travis Taute
nm0099456	1	Antoinette Boulat
nm1633015	2	Michel Franco
nm4150219	1	Yuri Ancarani
nm4843418	1	Matteo Tortone
nm5505555	1	Emma Benestan
nm14026535	1	Qingze Yin
nm4816401	4	Adil El Arbi
nm4263190	4	Bilall Fallah
nm0130714	4	Daniel Calparsoro
nm4016853	1	Didier D. Daarwin
nm7807500	2	Sriram Adittya
nm2179669	1	Don Dingas
nm0310615	3	Romain Gavras
nm3767859	1	William Sullivan
nm2566836	3	Gayatri
nm2575525	3	Pushkar
nm1093050	1	Thomas D. Moser
nm1672051	3	Régis Roinsard
nm2910657	9	Junji Shimizu
nm3683052	1	Dmytro Sukholytkyy-Sobchuk
nm3597547	2	Sarath Mandava
nm2604863	2	Byun Sung-hyun
nm3423115	1	Florent Gouëlou
nm5294256	1	Lotfy Nathan
nm0563440	3	Patricia Mazuy
nm2507695	4	Rodrigo Sorogoyen
nm14358221	1	Kim Kyung Won
nm4477065	1	Sophia Banks
nm2005384	1	Laura Mora Ortega
nm2717602	1	Carlota Pereda
nm11397992	1	Hui Tong
nm12771645	1	Laurent Geslin
nm2132763	2	Stéphane Cazes
nm0704322	2	Frédéric Quiring
nm1488177	1	Aurélie Saada
nm7677097	1	Mehdi Hmili
nm5560029	1	Emilie Aussel
nm8263190	1	Hleb Papou
nm3367488	1	Araceli Lemos
nm3178229	1	Chema García Ibarra
nm0758242	2	Ghassan Salhab
nm5827815	1	Richard Hughes
nm6674976	1	Dina Duma
nm1264481	1	Ken Ghosh
nm2424149	1	Franklin Correa
nm2500541	2	Castille Landon
nm0430782	5	Joshiy
nm3106028	4	Louis-Julien Petit
nm1531044	2	Sébastien Bailly
nm0928659	1	William Wildest
nm5637742	1	Zaahir Abdullah
nm3626004	1	Tahir Rana
nm2908199	2	Éric Warin
nm4354497	1	Kaitsu Rinkinen
nm1327560	1	Fabrice Maruca
nm3769292	4	Shôjirô Nakazawa
nm5447175	1	Thale Persen
nm0213476	2	Ève Deboise
nm7901853	2	Tinu Pappachan
nm2573005	2	Susanna Fogel
nm1477692	2	Emily Atef
nm3398539	1	Sri Saripalli
nm3580196	1	Herbert James Winterstern
nm4914792	3	Frant Gwo
nm10557360	1	Charles Townsend
nm5428598	1	Steven Whatmough
nm2320725	3	Ethan Spaulding
nm5176757	1	Fu-Hsiang Hsu
nm3277567	1	Santiago Fillol
nm1118351	3	Jalmari Helander
nm3440845	1	Berty Cadilhac
nm2754122	3	Pietro Marcello
nm2806693	3	Angga Dwimas Sasongko
nm6275185	1	Haipeng Sun
nm6660754	1	Kyohei Ishiguro
nm5022546	1	Yohan Manca
nm2820897	1	Nazrul Asraff Mahzan
nm2833407	1	Nazim Shah
nm0791723	1	Quinn Shephard
nm10730985	1	Younuts
nm1516014	2	Jean-Gabriel Périot
nm10339953	1	Payal Kapadia
nm6851052	1	Laura Samani
nm1274199	1	Danny Patrick
nm2327006	1	Gessica Geneus
nm1456609	1	Evan Jackson Leong
nm0898524	3	Vinayan
nm2449331	4	Vamshi Paidipally
nm6618568	1	Emilio Belmonte
nm1062000	5	Jérôme Bonnell
nm4016643	1	Anaïs Volpé
nm3476432	2	Jonas Carpignano
nm1268982	2	Vesela Kazakova
nm2873275	2	Mina Mileva
nm2345041	2	Eric Gravel
nm2556707	1	Alessio Rigo de Righi
nm3971394	1	Matteo Zoppis
nm2627662	2	Jean-Christophe Meurisse
nm10517331	1	Julie Lecoustre
nm4345767	1	Emmanuel Marre
nm11626919	1	Marguerite de Hillerin
nm10509011	1	Félix Dutilloy-Liégeois
nm2318689	1	Matthew Reilly
nm0667912	1	Michaela Pavlátová
nm1602528	2	Matt Peters
nm2681008	1	Toshifumi Akai
nm7112480	1	Nobutaka Yoda
nm5059164	1	Paul Allica
nm12536127	1	Thu Pa Saravanan
nm6453040	1	Jonathan Safir
nm4548941	1	Tommy Kraft
nm1493883	1	Vanya Peirani-Vignes
nm3954274	2	Han Han
nm0269440	4	François Favrat
nm4097598	4	James Cullen Bressack
nm0853393	10	Ryuta Tasaki
nm3629099	1	Kazuya Shiraishi
nm0368693	1	Gregory Hatanaka
nm0448831	1	Randy Kent
nm7239446	1	Kazuaki Seki
nm4120252	1	Eamon O'Rourke
nm2105927	1	Mathieu Schwartz
nm1475744	1	Christian Twente
nm11009161	1	Boxun Li
nm4852358	1	Florian Hessique
nm0542023	3	Antonio Manetti
nm0542029	3	Marco Manetti
nm1473428	5	Cédric Jimenez
nm1889584	1	Jim Carroll
nm0931251	2	Mark Williams
nm3776946	1	Ahmad Ala El-Dib
nm2662079	3	Daniel Lusko
nm3572012	1	Andreas Koefoed
nm1845523	1	Yulai Lü
nm1923551	3	Amanda Sthers
nm7076013	1	Elisabeth Vogler
nm2129610	1	Josef Kubota Wladyka
nm1760821	1	Serge Mirzabekiantz
nm1327391	2	Laurent Larivière
nm2001191	1	Aurélia Georges
nm2082567	2	Hafsia Herzi
nm3615651	1	Vincent Maël Cardona
nm4714676	1	Luàna Bajrami
nm3960987	2	Leyla Bouzid
nm5674565	2	Léa Mysius
nm1194101	3	Patric Chiha
nm1137289	4	Brillante Mendoza
nm0477213	5	Chi-Kin Kwok
nm0714783	1	Vijay Reddy
nm1503330	1	Samuel Doux
nm5689944	2	Alexey Chupov
nm5237286	2	Natasha Merkulova
nm1439346	6	John Lyde
nm2848315	1	Matt Handy
nm3241497	1	Matt Sobel
nm0482595	4	David Lam
nm9879190	1	Suraj Joshi
nm12084033	1	Frank Xiang
nm5765065	1	Yuxi Li
nm2835452	1	Agnieszka Smoczynska
nm10466813	2	Sailesh Kolanu
nm5221980	1	Yunfei Wang
nm0850366	4	Carine Tardieu
nm4810022	1	Sunghoo Park
nm1449733	1	Cécile Ducrocq
nm1760751	1	François Descraques
nm7909553	1	Rohith V.S.
nm4646219	1	Randolph Zaini
nm2353045	3	Glenn Miller
nm0253018	3	Pascal Elbé
nm1174756	2	Pascal-Alex Vincent
nm0877427	1	Brad Turner
nm2404839	1	Caroline Vigneaux
nm5557254	1	Kel Thompson
nm0726701	1	Joth Riggs
nm0002180	2	Francesca Archibugi
nm2001539	3	Audrey Estrougo
nm4462605	1	Damiano D'Innocenzo
nm4461870	1	Fabio D'Innocenzo
nm5974331	2	Ponram
nm1725469	2	Florian Zeller
nm5366274	4	Karthik Subbaraj
nm6836507	1	Gopi Ganesh
nm2680378	2	Geoff Reisner
nm4021837	1	Jason Tobias
nm0886976	2	Felix van Groeningen
nm1631468	1	Charlotte Vandermeersch
nm2294243	4	Rebecca Zlotowski
nm1754432	2	Rosshan Andrrews
nm1401559	1	Leandro Bartoletti
nm1805430	1	Ahishor Solomon
nm11874998	2	Johnny Chae
nm9947061	1	Santhossh Jagarlapudi
\N	13	
nm2063694	1	Josh Ruben
nm1588599	1	Ramsey Nouah
nm12135964	2	Nelson Dilipkumar
nm0560277	8	Erik Matti
nm3468066	3	Jung Byung-gil
nm8853491	1	Alejandro Nieto-Polo
nm2918142	1	Fabien Beziat
nm5401225	1	Agnès Poirier
nm11914138	1	Koushik Pegallapati
nm2917980	3	Antony Hickling
nm3238704	1	Vitor Brandt
nm2341549	3	Hongsun Kim
nm3214690	1	Lakshya Raj Anand
nm3201973	3	Anand Shankar
nm12228474	1	Haonan Chen
nm12228473	2	Yingli Zhang
nm0712782	2	Christopher Ray
nm0494355	6	Philippe Le Guay
nm5398504	1	Ken Zheng
nm5399327	1	Livi Zheng
nm1113528	4	Martin Bourboulon
nm2639503	1	Tom Shoval
nm0757954	6	Hiner Saleem
nm5569750	1	Omar El Zohairy
nm3701357	1	Mounia Akl
nm4461980	1	Kamila Andini
nm6371718	1	Kavich Neang
nm3789048	1	Jakrawal Nilthamrong
nm3163794	4	Pa. Ranjith
nm12356659	1	Moumouni Sanou
nm2027961	1	Christophe Cognet
nm5497302	1	Jonas Bak
nm10421835	1	Yilin Dai
nm15121303	1	Chen Siming
nm6069861	1	Louda Ben Salah
nm6652755	1	Bao Le
nm5332002	1	Amp Wong
nm3416993	1	Nick Gillespie
nm3664884	1	Philip Gelatt
nm5191978	1	Morgan Galen King
nm2264823	6	Boyapati Srinu
nm3634494	1	Tobias Nordquist
nm4155817	3	Ramesh Varma
nm3339414	1	Roberto Zazzara
nm1604976	2	Audrey Diwan
nm4726966	1	Gerald Rascionato
nm0301303	1	Barry Gaines
nm7342819	2	R. Ajay Gnanamuthu
nm5502745	1	Hannes Þór Halldórsson
nm5298993	1	Joshua Kennedy
nm8490638	1	Bakkiyaraj Kannan
nm2024927	1	Alan Ritchson
nm4214524	2	Sampath Nandi
nm1160962	2	Henry Joost
nm1413364	2	Ariel Schulman
nm9568187	1	Kiran Korrapati
nm5787419	1	Ryôta Nakamura
nm4729382	1	Kanishk Varma
nm6788051	1	Maxime Roy
nm0757975	3	Tarik Saleh
nm0452161	1	Sandrine Kiberlain
nm5878960	1	Aleksandra Terpinska
nm2139803	1	Tim Mielants
nm4956873	1	Jan P. Matuszynski
nm7441188	3	Tom Paton
nm1351945	1	Slony Sow
nm1255755	1	Benjamin Euvrard
nm1761263	1	Lindsay Gossling
nm3265510	1	Mark Cantu
nm10408012	1	Stephen Scruffy Edgewood
nm1903612	3	Sébastien Marnier
nm4214516	1	Jean-Charles Paugam
nm5535941	2	Thomas Kruithof
nm2817470	2	Derek Ting
nm4274575	5	Vetrimaaran
nm0180404	4	Clovis Cornillac
nm1421754	3	K. Selvaraghavan
nm1403221	1	Potsy Ponciroli
nm4971166	1	Constance Meyer
nm4146381	1	Nathalie Álvarez Mesén
nm8526249	1	Shiva Nirvana
nm1762795	2	Parasuram
nm3990580	3	Gopichand Malineni
nm0542498	3	Mahesh Manjrekar
nm2204821	1	Julien Hilmoine
nm5490994	2	Nadège Loiseau
nm0199047	3	Audrey Dana
nm4966125	1	Yassine Qnia
nm7202086	1	Aakash Bhatia
nm9424256	2	Florent Bodin
nm1856805	2	Aozaru Shiao
nm0488477	2	Michèle Laroque
nm3321098	1	Jem Chen
nm6242100	1	Charline Bourgeois-Tacquet
nm0926211	1	Preston A. Whitmore II
nm0537923	3	Gilles de Maistre
nm5743648	1	Jui-Chih Chiang
nm7424077	1	Shantanu Bagchi
nm2588135	1	Benjamin Mousquet
nm0823721	5	Ben Stassen
nm1272499	1	Anders Matthesen
nm1639292	1	Theodore Ty
nm1552771	1	Laurent Zeitoun
nm12001839	1	Taiki Sakpisit
nm0309456	2	Gigi Gaston
nm4893004	1	Farhad Najafi
nm3054794	1	Bogdan George Apetri
nm1672020	1	Igor Legarreta
nm1571761	1	Sian Heder
nm0396074	3	Mamoru Hosoda
nm3160391	2	Fajar Nugros
nm0405632	2	Mikael Håfström
nm5394027	3	Peter Mimi
nm1230733	1	Mike Burns
nm1672163	1	In-ho Hwang
nm3299265	1	Roy Krispel
nm11557967	1	Maurquis Boone
nm4975337	2	Hyun-Sung Moon
nm3816678	1	Samuel Gonzalez Jr.
nm6624722	1	Bridget Smith
nm11743078	1	Raghavendra Varma Indukuri
nm0170030	1	Jorge Coira
nm1050097	1	Isaki Lacuesta
nm2532541	1	Stephen Durham
nm0219136	11	Claire Denis
nm2568279	4	Kenji Nagasaki
nm0134889	1	Kirk Caouette
nm2271931	3	David Foenkinos
nm0283810	3	Stéphane Foenkinos
nm2717110	1	Hicham Hajji
nm6780651	1	Joseph C. Grant Jr.
nm1156199	2	Alex Ranarivelo
nm0740963	3	Jaime Rosales
nm0938914	1	Ka-Fai Wong
nm0870469	1	Dan Trachtenberg
nm0696169	1	Brian Presley
nm1234012	4	Julien Rambaldi
nm1635570	1	Andy Suriano
nm2778420	1	Ant Ward
nm2393121	1	Kapil Verma
nm2873161	1	Monia Chokri
nm0181117	7	Catherine Corsini
nm12103970	1	Flávia Neves
nm0631315	1	Manolo Nieto
nm1132407	1	Ahmed Hamidi
nm0788855	2	Abhishek Sharma
nm0352524	4	David Hackl
nm2483722	1	Christopher Forbes
nm7902507	1	James Temple
nm0355192	1	Kellie Madison
nm4732870	2	Federico Alotto
nm0726034	2	Patrick Ridremont
nm4105480	1	Nikolai Bulygin
nm5175050	1	Max Polinsky
nm0370892	1	Anthony Hayes
nm0861826	1	Peter Thorwarth
nm3515833	1	Adam Berg
nm1231306	1	Gabriele Albanesi
nm8678191	3	Karthick Naren
nm1098377	1	Sam Macaroni
nm4643507	4	Adilkhan Yerzhanov
nm8929055	1	C.J. Julianus
nm7346537	1	Prueksa Amaruji
nm2616669	2	Le-Van Kiet
nm4455334	1	Weiran Li
nm6157250	1	Xiaoxing Yi
nm0601337	1	Jason Moore
nm4056825	1	Alexandre Jollien
nm5794009	1	Jingming Guo
nm12016644	1	Vinoth Rajendran
nm0859985	2	Christopher Thompson
nm7421566	2	Teruaki Sugihara
nm0023832	5	Mathieu Amalric
nm0576015	1	Geoff Meed
nm0675102	1	J.J. Perry
nm8260883	2	Arun Matheswaran
nm0290485	1	Luis Franco Brantley
nm4233528	1	Luis Pacheco
nm4820952	1	Romain Quirot
nm0003745	1	Anthony Fabian
nm4531256	1	Brian Ulrich
nm1361017	1	Samuel Tourneux
nm5472963	2	Brett Bentman
nm2973729	1	Asif Akbar
nm13312097	1	Yoon Young-bin
nm1917533	1	Nasorn Panungkasiri
nm1887480	1	Aaron Nee
nm1519639	1	Adam Nee
nm1210118	2	Ho-Leung Lau
nm0377153	1	Granz Henman
nm3990111	1	Christopher Sakr
nm3534647	1	Noah Gilbert
nm1029158	3	Marc Dugain
nm4181576	1	Marí Alessandrini
nm6390439	1	Elie Grappe
nm0740612	4	Axelle Ropert
nm1299690	4	Guan Hu
nm4772813	4	Yang Lu
nm6339809	1	Yusheng Tian
nm11900680	1	Eli King
nm2152973	1	Le Luo
nm5510844	2	Bareun Jo
nm1017470	1	Andrew Baird
nm0361135	8	Mia Hansen-Løve
nm4814386	1	Dana Ziyasheva
nm10936706	1	Ebram Nashaat
nm7400525	1	Florian Ordoñez
nm8129879	1	Olivio Ordoñez
nm0152082	4	Damian Chapa
nm5567655	2	Hubert Viel
nm1569942	2	Jérôme Commandeur
nm0832393	1	Bernard Stora
nm8584662	1	Pradeep Bhattarai
nm7992231	4	Lokesh Kanagaraj
nm1785287	1	Rana Kazkaz
nm2058740	1	Anas Khalaf
nm10963685	1	Nehesh Poll
nm4002493	2	Quentin Reynaud
nm4355349	4	Maxime Govare
nm9009942	2	Cédric Le Gallo
nm12096127	1	Zhou Zhong
nm1292833	3	Raphaël Jacoulot
nm1272853	3	Julien Rappeneau
nm9811731	1	Gaetan Liekens
nm4467762	1	David Mutzenmacher
nm1894672	1	Valeria Selinger
nm0860483	1	Matt Thompson
nm8130373	1	Taffy Edwards
nm2015017	4	Noémie Saglio
nm4551992	1	Christian Acuña
nm4384539	2	Bueno
nm3345660	1	Meosha Bean
nm0508277	1	Víctor García León
nm11847547	1	David Eggman
nm2463304	2	Seok-hoon Lee
nm1012385	3	Roar Uthaug
nm8375627	1	Brendan Petrizzo
nm2078730	1	David Bonneville
nm3667661	1	Ru Hasanov
nm0003939	2	Vikramaditya Motwane
nm4490229	1	Shoonya
nm14704033	1	Abhishek Basanth
nm9873967	2	Kan Eguchi
nm9970487	1	Adrien Piquet-Gauthier
nm10656050	1	Baptiste Rouveure
nm6518269	1	Maradona Dias Dos Santos
nm0738022	1	Chris Roland
nm2561327	1	John Valley
nm3732361	1	Gleb Orlov
nm0950620	1	Ron Yuan
nm0515005	6	Sam Liu
nm8453976	2	Akie Ishii
nm2002092	1	Chizuru Miyawaki
nm2041318	1	Quoc Bao Tran
nm1266812	2	Rako Prijanto
nm4927967	1	Maéva Ranaïvojaona
nm2977843	1	Georg Tiller
nm3028578	1	Johane Matte
nm2508936	1	Francisco Ruiz-Velasco
nm2112570	1	Andrew L. Schmidt
nm2561940	4	Fabrice Eboué
nm3841669	1	Marcus Dartagnan
nm1387177	2	Atul Sabharwal
nm3334461	1	Robbie Walsh
nm1925637	2	David Charhon
nm4991744	1	Tim Sutton
nm12097234	1	Li Bin
nm2629763	1	Yuhai Wei
nm2036859	1	Kinder Singh
nm2034464	1	Riccardo Papa
nm3264388	1	Giovanni Aloi
nm4386989	1	Andrea Barone
nm1120092	1	Jasmila Zbanic
nm2522719	1	Julia von Heinz
nm8093048	5	Shigeaki Kubo
nm0497631	1	Lee Jung-jae
nm8056868	1	Tope Alake
nm4008890	1	Adam Egypt Mortimer
nm4339979	1	Ivan Ikic
nm2398093	1	Gianluca De Serio
nm2401073	1	Massimiliano De Serio
nm0609399	7	Katsuyuki Motohiro
nm1527103	1	Francis Nam
nm2038223	2	Daniel Benmayor
nm4807465	2	Paul Urkijo Alijo
nm5584045	2	Arab Nasser
nm5657422	2	Tarzan Nasser
nm0751648	5	Joe Russo
nm0751577	5	Anthony Russo
nm0697656	2	Gina Prince-Bythewood
nm2028084	1	Gabriel Carrer
nm2833272	1	Reese Eveneshen
nm2179469	1	Hirofumi Ogura
nm3524360	1	Travis Mills
nm1126346	2	Wych Kaosayananda
nm3826513	2	Ranjit Tewari
nm13910420	1	Manish Soni
nm0223606	7	Tigmanshu Dhulia
nm0891580	4	Paul Vecchiali
nm5339583	1	Hugo Benamozig
nm10709088	1	David Caviglioli
nm6609600	2	Aditya Vikram Sengupta
nm0210206	1	Antoine de Maximy
nm4502162	2	Sylvie Ohayon
nm0500610	4	David Leitch
nm8746125	1	Stéphane de Freitas
nm11286501	1	Anandan .M.S.
nm0533691	1	Angus MacLane
nm0004906	1	Peter Facinelli
nm7957162	1	I.-Fan Wang
nm3258082	2	Pascal Rabaté
nm3204725	1	Cecilia Verheyden
nm0683857	2	Pierre Pinaud
nm12758753	1	Siyu Cheng
nm3523898	2	Andrew Thomas Hunt
nm4759802	1	Sayantan Ghosal
nm1768188	1	Kader Kashmiri
nm0880085	1	Alain Ughetto
nm1536498	2	Lee Hae-young
nm3598892	1	Alastair Orr
nm0242882	1	Max Martini
nm0154385	5	Philippe de Chauveron
nm2967345	2	Masashi Koizuka
nm2013928	4	Tetsurô Araki
nm3235404	2	Swapan Saha
nm0544828	1	Naël Marandin
nm3164065	1	Ryan Staples Scott
nm2102632	1	Tony Jopia
nm4657969	1	Moses Inwang
nm10793545	1	Razneesh Ghai
nm1348707	2	Patrick Imbert
nm4380001	1	Chloé Mazlo
nm8451583	1	Sang-hoon Choi
nm8013809	1	Fanny Liatard
nm5002708	1	Jérémy Trouilh
nm0346363	1	Samir Guesmi
nm0183686	2	Emmanuel Courcol
nm1887409	1	Dani Rosenberg
nm6398468	1	Peter Dourountzis
nm2716464	3	Elie Wajeman
nm6916808	2	Ludovic Boukherma
nm6817501	2	Zoran Boukherma
nm1457966	2	Farid Bentoumi
nm4823962	2	Hiroshi Ikehata
nm1562053	1	Ryan Churchill
nm1144368	1	Danny Parker-Lopes
nm9239001	1	Adeline Picault
nm4888759	1	Frederik Louis Hviid
nm3504109	1	Anders Ølholm
nm3205229	1	Shawn Welling
nm0086920	3	Christophe Blanc
nm2213511	3	Tôya Satô
nm10230002	1	Xuandi Liu
nm0890864	2	P. Vasu
nm11595993	1	Channel Choi
nm2996471	1	Sung Jin Ahn
nm3163561	4	Rene Perez
nm0214857	1	Jérémie Degruson
nm0943116	1	Johnny K. Wu
nm5394496	1	Uta Beria
nm6948758	1	Sean Kenealy
nm7840854	1	Eric Silvera
nm0041334	3	Stéphane Aubier
nm4847458	1	Davy Durand
nm0665262	3	Vincent Patar
nm1090067	1	Jesse D. Ikeman
nm3155454	2	Ryan Bellgardt
nm2279646	6	Yûichi Fukuda
nm3108153	1	Tsutomu Hanabusa
nm0096332	1	Mauro Borrelli
nm0754817	3	Gabriel Sabloff
nm3697725	1	Jesse Quinones
nm1048572	1	Jochen Taubert
nm1179457	3	Milap Zaveri
nm1995392	1	François Yang
nm0670480	1	Shu-Pei Sun
nm3469952	4	Roy Hin Yeung Chow
nm3065500	1	Harold Jackson III
nm1932959	2	Arthur Harari
nm0492620	1	Andrew Lawrence
nm2678073	2	Ody C. Harahap
nm8231600	1	Özgür Dogruöz
nm11516538	1	Yi Lin
nm2534222	2	Maqbool Khan
nm5182031	1	Kazi Hayat
nm3226803	1	Gerard Roxburgh
nm0256542	1	Randall Emmett
nm0629016	1	Hoang Phuc Nguyen
nm2653768	1	Quentin Krog
nm0056527	1	John Barr
nm4400961	2	Prakash
nm2283635	1	Fabrice Blin
nm2247200	5	Albert Serra
nm1335875	7	Sukumar
nm7552751	1	Bui Tuan Dung
nm2035447	1	Denis Neymand
nm1761192	1	Vanessa Berlowitz
nm5145828	1	Tom Stephens
nm11335526	1	Tru Makers
nm10454673	1	Rubal Chhina
nm1543645	1	Luke Sparke
nm4200123	1	Rodolphe Bonnet
nm1352654	1	Monte Light
nm11988725	1	Xuekai Yan
nm9377494	2	Hidekazu Hara
nm0613562	3	Shûkô Murase
nm3253930	1	Mitsuhiro Yoneda
nm9314349	1	Sankaku
nm10452900	1	Hesheng Xiang
nm10452899	1	Qiuliang Xiang
nm5116552	1	Victoria Yakubov
nm9539414	1	Roman Perfilyev
nm1318567	1	R. Chandru
nm9596080	1	Shivu Hiremath
nm5964113	1	Soori
nm1990335	1	Mohana Krishna Indraganti
nm3464186	4	Timo Tjahjanto
nm6815084	1	Chethan Kumar
nm8642148	1	Zhongwei Qiu
nm6977819	1	Vincent Soberano
nm11662521	1	Yi Huang
nm1939410	1	Éléonore Weber
nm3141804	1	Thirumala Kishore
nm10857692	2	Karuna Kumar
nm5189705	1	Aurel
nm1853542	1	Jonas Poher Rasmussen
nm11784136	1	Zhaosheng Huang
nm6041683	1	Mari Selvaraj
nm0491259	4	Mélanie Laurent
nm4093647	1	Anup Bhandari
nm0855380	1	Kazuo Terada
nm0847187	2	Ryôsuke Takahashi
nm2986419	1	John Wax
nm4840194	1	Jean-Pascal Zadi
nm1376388	1	Juan Schnitman
nm0093081	4	Icíar Bollaín
nm2832785	2	R.L. Scott
nm0945026	2	Boaz Yakin
nm4323528	2	Ghaz Abu Bakar
nm3440937	5	Conor Allyn
nm9681248	1	Shiva Karthik
nm7065033	1	Hugues Lawson Body
nm0284078	1	Pierre Földes
nm0430107	1	Michael B. Jordan
nm6237221	1	Ravi Basrur
nm8847265	1	Selman Nacar
nm4900399	1	C.B. Yi
nm5754818	1	Julien Fournet
nm4193380	2	Mélissa Drigeard
nm1125646	1	Anne-Laure Daffis
nm1126697	1	Léo Marchand
nm11066046	1	Narasimha
nm1733778	2	Jeff Fowler
nm1755396	1	Roseanne Liang
nm1180915	1	Chava Cartas
nm9391630	2	Venky Kudumula
nm4148549	4	Suri
nm0285683	4	Howard J. Ford
nm1637767	1	Edwin
nm1045546	1	JoJo Henrickson
nm4730668	1	Venu Sriram
nm2100774	1	Kiel McNaughton
nm5642951	1	S.K. Dale
nm4787126	1	Paolo Licata
nm0873327	1	Sergey Trofimov
nm3311094	5	Keishi Otomo
nm1410815	6	Asghar Farhadi
nm0961869	1	Anisia Uzeyman
nm0931654	1	Saul Williams
nm0099797	4	Pascal Bourdiaux
nm0190988	4	Nicolas Cuche
nm0316021	1	Xavier Giacometti
nm2930418	1	Saeid Malekan
nm11693573	1	Shixing Xu
nm11693574	1	Simon Zhao
nm0527453	4	Milan Luthria
nm16019836	1	Parthkumar Ashokbhai Patel
nm1726691	2	Adam Randall
nm0004376	1	Franka Potente
nm0897009	1	Caroline Vignal
nm2729197	1	Dénes Nagy
nm2007746	1	Christophe Hermans
nm0005599	1	Jérémie Elkaïm
nm0602206	1	Maryam Moghadam
nm8060042	1	Behtash Sanaeeha
nm4141599	3	Kaouther Ben Hania
nm4982557	1	Alex Carvalho
nm0659454	3	Rithy Panh
nm0400850	5	Patrick Hughes
nm2263683	2	Lawrence Fajardo
nm9443913	1	Darryl Yap
nm11213891	1	Manu Anand
nm0188722	1	Brandon Cronenberg
nm1315212	2	Bruno Merle
nm2538739	1	Hanung Bramantyo
nm14051140	1	Ragiel Miftach
nm3909608	1	M.D. Sridhar
nm0770018	4	Angela Schanelec
nm2639966	2	Srikanth Addala
nm3870994	2	Pankaj Batra
nm3391600	1	Kwang Il Han
nm3861822	1	Danilo Caputo
nm0326740	3	Srdan Golubovic
nm2145328	3	Guillaume Brac
nm0949210	3	Michaël Youn
nm0239498	2	Franck Dubosc
nm0044700	4	Baba Yadav
nm3525879	1	Mahesh Narayanan
nm2143740	1	Nahala Johnson
nm7472779	1	Camilo Restrepo
nm11416171	1	Leo Lewis Liao
nm1729121	9	Eiichirô Hasumi
nm4368529	1	Ji Zhao
nm1571412	4	Yann Gozlan
nm8789088	1	Kadri Beran Taskin
nm1024715	1	Alonso O. Lara
nm2675396	1	Boubakar Diallo
nm5408656	1	Jorge Thielen Armand
nm10860764	1	Ersin Çelik
nm8575502	2	Tomoka Nagaoka
nm2028715	3	Nadav Lapid
nm4351467	1	Kamir Aïnouz
nm4224294	1	Just Philippot
nm2707986	2	Samuel Theis
nm0494104	3	Gabriel Le Bomin
nm0437654	1	Young Man Kang
nm0025241	2	Vicente Amorim
nm4883553	1	Oleh Sentsov
nm1982961	3	Akhtem Seitablaev
nm2072440	1	Nicolas Maury
nm1410110	3	Ross Boyask
nm1056059	2	Rajeev Ravi
nm1272284	2	Philippe Lacôte
nm1455506	3	Antonin Peretjatko
nm0074485	1	Ludovic Bergery
nm4952005	1	Jacqueline Lentzou
nm1258777	1	Eskil Vogt
nm4154644	1	Mathieu Weschler
nm4540217	2	Rachel Lang
nm0347492	5	Alain Guiraudie
nm1506005	1	Michelangelo Frammartino
nm3150169	1	Toni D'Angelo
nm1377207	3	Santiago Mitre
nm1258686	3	Joachim Trier
nm10815333	1	Zhe Zhang
nm0069711	8	Lucas Belvaux
nm0316306	7	Xavier Giannoli
nm1201906	1	Antoine Barraud
nm1987793	1	Julius Berg
nm7287167	1	Andreas Fontana
nm4823333	3	Shun'ichi Yoshizawa
nm0673286	1	Diane Perelsztejn
nm2158432	1	Michael Zampino
nm8622744	1	Malik Nejer
nm1363725	3	Len Kabasinski
nm4492031	1	Matei Dima
nm6261619	2	Abrid Shine
nm5046293	2	Grégory Magne
nm2913179	1	Marlon Ladd
nm5142675	1	Toshinori Fukuzawa
nm11196979	1	Ramana Teja
nm11224793	1	K. Veerakumar
nm10868023	1	Liming Li
nm2819123	1	Sachy
nm10781275	1	Liju Krishna
nm0352968	3	Lucile Hadzihalilovic
nm7243877	1	Basil Joseph
nm4254419	4	Nabwana I.G.G.
nm6466474	1	Ricard Cussó
nm2991889	1	Michael Younesi
nm1091436	1	Shigeharu Takahashi
nm5749041	2	Jean Paul Lal
nm2169006	1	Travis Irvine
nm1371382	1	Matias Mariani
nm3370560	1	Siamak Etemadi
nm3306459	1	Georgis Grigorakis
nm0432601	1	Jung Woo-sung
